Date,Description,Check#,Category,Currency,Amount,Balance
05/09/2024,POS PETCO 1343 SACRAMENTO CA 5610 FOLSOM O,0,,USD,-54.26,7947.59000
05/08/2024,POS SAFEWAY #2242 SACRAMENTO CA SACRAMENTO,0,,USD,-16.19,8001.85000
05/08/2024,POS ARCO#83191J STR SACRAMENTO CA SACRAMEO,0,,USD,-75.32,8018.04000
05/08/2024,CHIPOTLE 2158 SACRAMENTO CA 5738 FOLSOM BL,0,,USD,-14.52,8093.36000
05/08/2024,Withdrawal ATM Tran Fee,0,,USD,-1.00,8107.88000
05/07/2024,ATM SACRAMENTO SACRAMENTO CA 1404 28TH STO,0,,USD,-58.50,8108.88000
05/05/2024,POS ERNIE'S LIQUOR & DELI SACRAMENTO CA 5O,0,,USD,-9.64,8167.38000
05/04/2024,POS SAFEWAY #2242 SACRAMENTO CA SACRAMENTO,0,,USD,-24.32,8177.02000
05/04/2024,TACO BELL #028750 SACRAMENTO CA 1300 OOWE,0,,USD,-15.24,8201.34000
05/04/2024,COMCAST CALIFORNIA 800-COMCAST CA 305O COM,0,,USD,-35.00,8216.58000
05/03/2024,POS SAFEWAY #2242 SACRAMENTO CA SACRAMENTO,0,,USD,-17.28,8251.58000
05/03/2024,PANDA EXPRESS 916 SACRAMENTO CA 4701 OADIS,0,,USD,-10.88,8268.86000
05/02/2024,LOS RIOS ESERVICES 916-568-3049 CA 19O9 Sp,0,,USD,-612.00,8279.74000
05/02/2024,VENMO *MELISSA SERRAN 8558124430 NY 7O00 E,0,,USD,-70.00,8891.74000
05/02/2024,Withdrawal ATM Tran Fee,0,,USD,-1.00,8961.74000
05/02/2024,THAI HUT SACRAMENTO CA 5800 MADISON AOE,0,,USD,-15.88,8962.74000
05/01/2024,POS ARCO#83191J STR SACRAMENTO CA SACRAMEO,0,,USD,-7.98,8978.62000
05/01/2024,ATM SACRAMENTO SACRAMENTO CA 1404 28TH STO,0,,USD,-58.50,8986.60000
05/01/2024,Withdrawal P2P Zelle ANDREW OHANESIAN 800-462-8328 412200C07S9F,0,,USD,-1395.00,9045.10000
05/01/2024,HB Credit Card Payment to 524860XXXXXX4465,0,,USD,-117.94,10440.10000
05/01/2024,CHICK-FIL-A #01724 SACRAMENTO CA ARDEO FAI,0,,USD,-19.16,10558.04000
04/30/2024,POS ARTS LIQUO SACRAMENTO CA 5800 MADISONO,0,,USD,-6.97,10577.20000
04/30/2024,POS SAFEWAY #2242 SACRAMENTO CA SACRAMENTO,0,,USD,-20.06,10584.17000
04/30/2024,POS ARCO#83191J STR SACRAMENTO CA SACRAMEO,0,,USD,-4.49,10604.23000
04/29/2024,APPLE.COM/BILL 866-712-7753 CA ONE APOLE P,0,,USD,-0.99,10608.72000
04/28/2024,GEICO AU WASHINGTON DC ONE GEICO PLAZO,0,,USD,-105.46,10609.71000
04/28/2024,POS ARCO#83191J STR SACRAMENTO CA SACRAMEO,0,,USD,-7.98,10715.17000
04/27/2024,POS PAPA MURPHY'S CA164 SACRAMENTO CA 573O,0,,USD,-20.31,10723.15000
04/27/2024,CHICK-FIL-A #03441 SACRAMENTO CA 4644OMADI,0,,USD,-19.16,10743.46000
04/26/2024,POS ARCO#83191J STR SACRAMENTO CA SACRAMEO,0,,USD,-7.98,10762.62000
04/26/2024,SpotifyAB New York NY 150 Greenwich SO,0,,USD,-10.99,10770.60000
04/26/2024,Withdrawal ATM Tran Fee,0,,USD,-1.00,10781.59000
04/25/2024,TST* CHANDOS - J STREE Sacramento CA O644,0,,USD,-25.58,10782.59000
04/25/2024,ATM GS SACRAME SACRAMENTO CA 1404 28TH STO,0,,USD,-63.50,10808.17000
04/25/2024,POS SAFEWAY #2242 SACRAMENTO CA SACRAMENTO,0,,USD,-27.74,10871.67000
04/24/2024,POS COSTCO WHSE #00 STOCKTON CA STOCKTON O,0,,USD,-11.39,10899.41000
04/20/2024,TST* ANGRY CHICKZ - SA 916-709-6900 CO 580,0,,USD,-15.96,10910.80000
04/20/2024,POS COSTCO WHSE #01 MERCED CA MERCED     O,0,,USD,-7.01,10926.76000
04/20/2024,POS COSTCO GAS #014 MERCED CA MERCED     O,0,,USD,-77.15,10933.77000
04/19/2024,THAI HUT SACRAMENTO CA 5800 MADISON AOE,0,,USD,-15.88,11010.92000
04/19/2024,AMAZON.COM*O77SO4NS3 SEATTLE WA AMAZOO.COM,0,,USD,-115.10,11026.80000
04/19/2024,POS 7-ELEVEN Sacramento CA 6500 Folsom BlO,0,,USD,-3.20,11141.90000
04/19/2024,TST* CHANDOS - J STREE Sacramento CA O644,0,,USD,-21.32,11145.10000
04/19/2024,IN-N-OUT MADISON SACRAMENTO CA 4600 MODISO,0,,USD,-9.00,11166.42000
04/19/2024,POS SAFEWAY #2242 SACRAMENTO CA SACRAMENTO,0,,USD,-43.15,11175.42000
04/19/2024,Deposit FRANCHISE TAX BD,0,,USD,411.00,11218.57000
04/19/2024,POS ARCO#83191J STR SACRAMENTO CA SACRAMEO,0,,USD,-45.18,10807.57000
04/18/2024,POS TARGET T-0311 Sacramento CA 5001 MadiO,0,,USD,-3.49,10852.75000
04/17/2024,CHICK-FIL-A #01724 SACRAMENTO CA ARDEO FAI,0,,USD,-19.16,10856.24000
04/17/2024,POS SAFEWAY #2242 SACRAMENTO CA SACRAMENTO,0,,USD,-16.56,10875.40000
04/17/2024,Withdrawal ATM Tran Fee,0,,USD,-1.00,10891.96000
04/17/2024,Withdrawal IRS,0,,USD,-20.00,10892.96000
04/16/2024,ATM SACRAMENTO SACRAMENTO CA 1404 28TH STO,0,,USD,-43.50,10912.96000
04/15/2024,POS SAFEWAY #2242 SACRAMENTO CA SACRAMENTO,0,,USD,-40.71,10956.46000
04/15/2024,POS SPEEDEE OI FAIR OAKS CA 5490 DEWEY DRO,0,,USD,-515.57,10997.17000
04/14/2024,POS ARCO#83191J STR SACRAMENTO CA SACRAMEO,0,,USD,-6.99,11512.74000
04/14/2024,SACRAMENTO TURN VEREIN SACRAMENTO CA O349,0,,USD,-40.00,11519.73000
04/13/2024,POS SAFEWAY #2242 SACRAMENTO CA SACRAMENTO,0,,USD,-18.00,11559.73000
04/13/2024,BLAZE PIZZA - 1045 - R RANCHO CORDOV OA 21,0,,USD,-27.37,11577.73000
04/13/2024,POS SAFEWAY #2242 SACRAMENTO CA SACRAMENTO,0,,USD,-3.80,11605.10000
04/13/2024,XFINITY MOBILE 888-936-4968 PA 1701 JOHN F,0,,USD,-47.72,11608.90000
04/13/2024,TST* CHANDOS - J STREE Sacramento CA O644,0,,USD,-21.32,11656.62000
04/12/2024,Withdrawal ATM Tran Fee,0,,USD,-1.00,11677.94000
04/12/2024,POS ARCO#83191J STR SACRAMENTO CA SACRAMEO,0,,USD,-4.49,11678.94000
04/11/2024,ATM SACRAMENTO SACRAMENTO CA 1404 28TH STO,0,,USD,-53.50,11683.43000
04/11/2024,POS SAFEWAY #2242 SACRAMENTO CA SACRAMENTO,0,,USD,-7.09,11736.93000
04/11/2024,CHIPOTLE 2158 SACRAMENTO CA 5738 FOLSOM BL,0,,USD,-14.52,11744.02000
04/11/2024,CHICK-FIL-A #01724 SACRAMENTO CA ARDEO FAI,0,,USD,-19.27,11758.54000
04/11/2024,POS ARCO#83191J STR SACRAMENTO CA SACRAMEO,0,,USD,-7.98,11777.81000
04/10/2024,POS PETCO 1343 SACRAMENTO CA 5610 FOLSOM O,0,,USD,-18.37,11785.79000
04/09/2024,POS SAFEWAY #2242 SACRAMENTO CA SACRAMENTO,0,,USD,-14.08,11804.16000
04/08/2024,POS ARCO#82367WASHI ROSEVILLE CA ROSEVILLO,0,,USD,-8.68,11818.24000
04/08/2024,Withdrawal ATM Tran Fee,0,,USD,-1.00,11826.92000
04/07/2024,POS ARCO#83191J STR SACRAMENTO CA SACRAMEO,0,,USD,-7.98,11827.92000
04/07/2024,IN-N-OUT MADISON SACRAMENTO CA 4600 MODISO,0,,USD,-19.77,11835.90000
04/07/2024,ATM SACRAMENTO SACRAMENTO CA 1404 28TH STO,0,,USD,-43.50,11855.67000
04/07/2024,MCDONALD'S F25599 SACRAMENTO CA 3006 O ST,0,,USD,-14.67,11899.17000
04/06/2024,POS 7-ELEVEN Sacramento CA 5080 Auburn BlO,0,,USD,-9.71,11913.84000
04/06/2024,POS ARCO#83191J STR SACRAMENTO CA SACRAMEO,0,,USD,-80.86,11923.55000
04/06/2024,POS ARCO#83191J STR SACRAMENTO CA SACRAMEO,0,,USD,-4.07,12004.41000
04/06/2024,POS ARCO#83191J STR SACRAMENTO CA SACRAMEO,0,,USD,-7.98,12008.48000
04/05/2024,POS SAFEWAY #2242 SACRAMENTO CA SACRAMENTO,0,,USD,-20.13,12016.46000
04/05/2024,POS ARCO#83191J STR SACRAMENTO CA SACRAMEO,0,,USD,-7.98,12036.59000
04/05/2024,THAI HUT SACRAMENTO CA 5800 MADISON AOE,0,,USD,-14.88,12044.57000
04/04/2024,CHIPOTLE 1016 SACRAMENTO CA 5040 AUBUON BL,0,,USD,-13.58,12059.45000
04/04/2024,COMCAST CALIFORNIA 800-COMCAST CA 305O COM,0,,USD,-35.00,12073.03000
04/04/2024,CHICK-FIL-A #01724 SACRAMENTO CA ARDEO FAI,0,,USD,-19.27,12108.03000
04/03/2024,Deposit SCHWAB BROKERAGE,0,,USD,5185.53,12127.30000
04/03/2024,Withdrawal ATM Tran Fee,0,,USD,-1.00,6941.77000
04/02/2024,THAI HUT SACRAMENTO CA 5800 MADISON AVE 99,0,,USD,-14.88,6942.77000
04/02/2024,Withdrawal P2P Zelle ANDREW OHANESIAN 800-462-8328 409300F0140W,0,,USD,-1395.00,6957.65000
04/02/2024,POS SAFEWAY #2242 SACRAMENTO CA SACRAMENTO,0,,USD,-7.67,8352.65000
04/02/2024,ATM SACRAMENTO SACRAMENTO CA 1404 28TH STO,0,,USD,-58.50,8360.32000
04/01/2024,LOS RIOS ESERVICES 916-568-3049 CA 1919 Sp,0,,USD,-197.00,8418.82000
04/01/2024,POS SAFEWAY #2242 SACRAMENTO CA SACRAMENTO,0,,USD,-37.38,8615.82000
04/01/2024,POS ARCO#83191J STR SACRAMENTO CA SACRAMEO,0,,USD,-8.48,8653.20000
03/31/2024,BLAZE PIZZA - 1045 - R RANCHO CORDOV CA 21,0,,USD,-27.37,8661.68000
03/31/2024,PANDA EXPRESS 916 SACRAMENTO CA 4701 MADIS,0,,USD,-12.50,8689.05000
03/31/2024,Withdrawal ATM Tran Fee,0,,USD,-1.00,8701.55000
03/30/2024,SEE TICKETS HOLLYWOOD CA 1750 vine street,0,,USD,-36.75,8702.55000
03/30/2024,CHICK-FIL-A #01724 SACRAMENTO CA ARDEN FAI,0,,USD,-19.27,8739.30000
03/30/2024,POS BEST BUY #129 ROSEVILLE CA 1236 GALLEO,0,,USD,-47.25,8758.57000
03/30/2024,POS APPLE STOR ROSEVILLE CA 1151 GALLERIAO,0,,USD,220.00,8805.82000
03/30/2024,POS APPLE STOR ROSEVILLE CA 1151 GALLERIAO,0,,USD,-893.25,8585.82000
03/30/2024,ATM U.S. BANK ROSEVILLE CA US BANK ROSEVIO,0,,USD,-103.00,9479.07000
03/30/2024,POS ARCO#83191J STR SACRAMENTO CA SACRAMEO,0,,USD,-8.48,9582.07000
03/29/2024,Withdrawal Draft #126,126,,USD,-600.00,9590.55000
03/29/2024,Withdrawal Draft #127,127,,USD,-400.00,10190.55000
03/29/2024,POS RITE AID 06059 RANCHO CORDOV CA 2111 O,0,,USD,-6.08,10590.55000
03/29/2024,TST* CHANDOS - J STREE Sacramento CA 5644,0,,USD,-21.32,10596.63000
03/29/2024,CHIPOTLE 2158 SACRAMENTO CA 5738 FOLSOM BL,0,,USD,-13.97,10617.95000
03/29/2024,APPLE.COM/BILL 866-712-7753 CA ONE APPLE P,0,,USD,-0.99,10631.92000
03/29/2024,POS THE HOME DEPOT #6620 SACRAMENTO CA 80O,0,,USD,-6.50,10632.91000
03/29/2024,POS SAFEWAY #2242 SACRAMENTO CA SACRAMENTO,0,,USD,-11.24,10639.41000
03/28/2024,HABIT SACRAMENTO 37 SACRAMENTO CA 3030 CAP,0,,USD,-18.73,10650.65000
03/28/2024,TACO BELL #028748 SACRAMENTO CA 2431 BROAD,0,,USD,-18.64,10669.38000
03/28/2024,GEICO AU WASHINGTON DC ONE GEICO PLAZO US,0,,USD,-105.46,10688.02000
03/28/2024,Withdrawal ATM Tran Fee,0,,USD,-1.00,10793.48000
03/27/2024,POS ARCO#83191J STR SACRAMENTO CA SACRAMEO,0,,USD,-11.77,10794.48000
03/27/2024,ATM GS SACRAME SACRAMENTO CA 1404 28TH STO,0,,USD,-68.50,10806.25000
03/26/2024,SpotifyAB New York NY 150 Greenwich SO,0,,USD,-10.99,10874.75000
03/26/2024,POS SAFEWAY #2242 SACRAMENTO CA SACRAMENTO,0,,USD,-6.57,10885.74000
03/25/2024,POS ANTELOPE FOOD AND GAS ANTELOPE CA 431O,0,,USD,-4.49,10892.31000
03/25/2024,POS ARCO#83191J STR SACRAMENTO CA SACRAMEO,0,,USD,-79.98,10896.80000
03/25/2024,POS ARCO#83191J STR SACRAMENTO CA SACRAMEO,0,,USD,-6.84,10976.78000
03/23/2024,Withdrawal ATM Tran Fee,0,,USD,-1.00,10983.62000
03/22/2024,DNH*GODADDY.COM TEMPE AZ 2155 E GoDaddy Wa,0,,USD,-12.17,10984.62000
03/22/2024,ATM GS SACRAME SACRAMENTO CA 1404 28TH STO,0,,USD,-53.50,10996.79000
03/22/2024,HB Credit Card Payment to 524860XXXXXX4465,0,,USD,-166.58,11050.29000
03/22/2024,POS SAFEWAY #2242 SACRAMENTO CA SACRAMENTO,0,,USD,-14.07,11216.87000
03/22/2024,POS ARCO#83689S&S M SACRAMENTO CA SACRAMEO,0,,USD,-9.48,11230.94000
03/21/2024,Taqueria Los Cantarito Sacramento CA 5412,0,,USD,-30.80,11240.42000
03/21/2024,HABIT SACRAMENTO 37 SACRAMENTO CA 3030 CAP,0,,USD,-17.92,11271.22000
03/21/2024,EXPRESS STOP FOOD AND SACRAMENTO CA 5412 M,0,,USD,-5.67,11289.14000
03/21/2024,MCDONALD'S F25599 SACRAMENTO CA 3006 O ST,0,,USD,-17.27,11294.81000
03/20/2024,POS ARCO#83191J STR SACRAMENTO CA SACRAMEO,0,,USD,-8.48,11312.08000
03/19/2024,Withdrawal Draft #121,121,,USD,-55.00,11320.56000
03/19/2024,Withdrawal ATM Tran Fee,0,,USD,-1.00,11375.56000
03/18/2024,ATM SACRAMENTO SACRAMENTO CA 1404 28TH STO,0,,USD,-43.50,11376.56000
03/18/2024,POS SAFEWAY #2242 SACRAMENTO CA SACRAMENTO,0,,USD,-13.88,11420.06000
03/17/2024,POS ARCO#83191J STR SACRAMENTO CA SACRAMEO,0,,USD,-53.85,11433.94000
03/17/2024,POS SAFEWAY #2242 SACRAMENTO CA SACRAMENTO,0,,USD,-11.66,11487.79000
03/17/2024,POS ARCO#83191J STR SACRAMENTO CA SACRAMEO,0,,USD,-4.49,11499.45000
03/16/2024,IN-N-OUT SACRAMENTO SACRAMENTO CA 2001 ALT,0,,USD,-16.05,11503.94000
03/16/2024,CHIPOTLE 2158 SACRAMENTO CA 5738 FOLSOM BL,0,,USD,-13.14,11519.99000
03/16/2024,MCDONALD'S F25599 SACRAMENTO CA 3006 O ST,0,,USD,-12.50,11533.13000
03/15/2024,XFINITY MOBILE 888-936-4968 PA 1701 JOHN F,0,,USD,-47.72,11545.63000
03/14/2024,CHICK-FIL-A #01724 SACRAMENTO CA ARDEN FAI,0,,USD,-19.27,11593.35000
03/14/2024,POS SAFEWAY #2242 SACRAMENTO CA SACRAMENTO,0,,USD,-5.59,11612.62000
03/14/2024,MCDONALD'S F25599 SACRAMENTO CA 3006 O ST,0,,USD,-8.90,11618.21000
03/13/2024,POS SAFEWAY #2242 SACRAMENTO CA SACRAMENTO,0,,USD,-26.11,11627.11000
03/13/2024,Withdrawal ATM Tran Fee,0,,USD,-1.00,11653.22000
03/12/2024,ATM SACRAMENTO SACRAMENTO CA 1404 28TH STO,0,,USD,-63.50,11654.22000
03/11/2024,POS BEL AIR #512 ROSEVILLE CA 4008 FOOTHIO,0,,USD,-7.85,11717.72000
03/11/2024,STARBUCKS STORE 02891 SACRAMENTO CA 4701 M,0,,USD,-15.15,11725.57000
03/11/2024,POS SAFEWAY #2242 SACRAMENTO CA SACRAMENTO,0,,USD,-23.48,11740.72000
03/10/2024,POS PAPA MURPHY'S CA164 SACRAMENTO CA 573O,0,,USD,-16.48,11764.20000
03/10/2024,POS SAFEWAY #2242 SACRAMENTO CA SACRAMENTO,0,,USD,-11.55,11780.68000
03/10/2024,CHICK-FIL-A #01724 SACRAMENTO CA ARDEN FAI,0,,USD,-19.80,11792.23000
03/09/2024,IN-N-OUT SACRAMENTO SACRAMENTO CA 2001 ALT,0,,USD,-16.05,11812.03000
03/07/2024,Withdrawal ATM Tran Fee,0,,USD,-1.00,11828.08000
03/06/2024,ATM GS SACRAME SACRAMENTO CA 1404 28TH STO,0,,USD,-58.50,11829.08000
03/05/2024,MCDONALD'S F25599 SACRAMENTO CA 3006 O ST,0,,USD,-10.84,11887.58000
03/05/2024,POS SAFEWAY #2242 SACRAMENTO CA SACRAMENTO,0,,USD,-18.17,11898.42000
03/04/2024,COMCAST CALIFORNIA 800-COMCAST CA 3055 COM,0,,USD,-35.00,11916.59000
03/04/2024,CHICK-FIL-A #01724 SACRAMENTO CA ARDEN FAI,0,,USD,-16.49,11951.59000
03/03/2024,Withdrawal P2P Zelle ANDREW OHANESIAN 800-462-8328 406300K0JBSG,0,,USD,-1395.00,11968.08000
03/03/2024,POS SAFEWAY #2242 SACRAMENTO CA SACRAMENTO,0,,USD,-13.08,13363.08000
03/02/2024,CHIPOTLE 2158 SACRAMENTO CA 5738 FOLSOM BL,0,,USD,-15.09,13376.16000
03/02/2024,PANDA EXPRESS 916 SACRAMENTO CA 4701 MADIS,0,,USD,-10.88,13391.25000
03/02/2024,CENTURY THEATRES 476 SACRAMENTO CA 6233 Ga,0,,USD,-9.95,13402.13000
03/02/2024,POS ARCO#02164HARDE SACRAMENTO CA SACRAMEO,0,,USD,-76.96,13412.08000
03/01/2024,POS 7-ELEVEN Sacramento CA 5581 HillsdaleO,0,,USD,-4.42,13489.04000
02/29/2024,TST* CHANDOS - J STREE Sacramento CA 5644,0,,USD,-29.11,13493.46000
02/29/2024,APPLE.COM/BILL 866-712-7753 CA ONE APPLE P,0,,USD,-0.99,13522.57000
02/29/2024,POS SAFEWAY #2242 SACRAMENTO CA SACRAMENTO,0,,USD,-8.08,13523.56000
02/28/2024,CHIPOTLE 2158 SACRAMENTO CA 5738 FOLSOM BL,0,,USD,-13.97,13531.64000
02/28/2024,GEICO AU WASHINGTON DC ONE GEICO PLAZO US,0,,USD,-105.46,13545.61000
02/27/2024,POS SAFEWAY #2242 SACRAMENTO CA SACRAMENTO,0,,USD,-7.09,13651.07000
02/26/2024,TST* BLUE NAMI - ROSEV 916-787-1177 CA 146,0,,USD,-55.33,13658.16000
02/26/2024,DarkHeart Brewing Sacramento CA 4339 Aubur,0,,USD,-49.76,13713.49000
02/26/2024,HARD TIME BILLARDS SACRAMENTO CA 5536 GARF,0,,USD,-20.11,13763.25000
02/26/2024,MCDONALD'S F25599 SACRAMENTO CA 3006 O ST,0,,USD,-12.50,13783.36000
02/26/2024,SpotifyAB New York NY 150 Greenwich SO,0,,USD,-10.99,13795.86000
02/25/2024,POS 7-ELEVEN Sacramento CA 5501 Auburn BlO,0,,USD,-16.38,13806.85000
02/24/2024,HABIT SACRAMENTO 37 SACRAMENTO CA 3030 CAP,0,,USD,-17.79,13823.23000
02/24/2024,POS CITRUS HEIGHTS GROCERY CITRUS HEIGHT O,0,,USD,-13.32,13841.02000
02/23/2024,POS SAFEWAY #2242 SACRAMENTO CA SACRAMENTO,0,,USD,-36.41,13854.34000
02/21/2024,POS PAPA MURPHY'S CA164 SACRAMENTO CA 573O,0,,USD,-20.31,13890.75000
02/20/2024,MCDONALD'S F25599 SACRAMENTO CA 3006 O ST,0,,USD,-12.50,13911.06000
02/20/2024,POS SAFEWAY #2242 SACRAMENTO CA SACRAMENTO,0,,USD,-12.08,13923.56000
02/19/2024,TST* CHANDOS - J STREE Sacramento CA 5644,0,,USD,-29.11,13935.64000
02/19/2024,THAI HUT SACRAMENTO CA 5800 MADISON AVE 99,0,,USD,-15.88,13964.75000
02/17/2024,TST* UNCLE VITOS SLICE Sacramento CA 1800,0,,USD,-35.32,13980.63000
02/16/2024,IN-N-OUT MADISON SACRAMENTO CA 4600 MADISO,0,,USD,-18.53,14015.95000
02/16/2024,CITYOFSAC_IPS_PKGMETER SACRAMENTO CA 306 R,0,,USD,-1.75,14034.48000
02/15/2024,POS SAFEWAY #2242 SACRAMENTO CA SACRAMENTO,0,,USD,-26.58,14036.23000
02/14/2024,POS TARGET T-0311 Sacramento CA 5001 MadiO,0,,USD,-43.39,14062.81000
02/13/2024,POS ARCO#83191J STR SACRAMENTO CA SACRAMEO,0,,USD,-66.56,14106.20000
02/13/2024,POS ARCO#83191J STR SACRAMENTO CA SACRAMEO,0,,USD,-3.85,14172.76000
02/13/2024,XFINITY MOBILE 888-936-4968 PA 1701 JOHN F,0,,USD,-47.72,14176.61000
02/13/2024,POS SAFEWAY #2242 SACRAMENTO CA SACRAMENTO,0,,USD,-23.34,14224.33000
02/11/2024,PETCO 1343 SACRAMENTO CA 5610 FOLSOM BLVD,0,,USD,-35.00,14247.67000
02/11/2024,POS SAFEWAY #2242 SACRAMENTO CA SACRAMENTO,0,,USD,-37.63,14282.67000
02/10/2024,POS TRADER JOE S #080 ROSEVILLE CA TRADERO,0,,USD,-19.99,14320.30000
02/09/2024,POS PAPA MURPHY'S CA093 SACRAMENTO CA 541O,0,,USD,-18.68,14340.29000
02/08/2024,POS ARCO#83191J STR SACRAMENTO CA SACRAMEO,0,,USD,-7.18,14358.97000
02/07/2024,POS SAFEWAY #2242 SACRAMENTO CA SACRAMENTO,0,,USD,-25.43,14366.15000
02/06/2024,POS PETCO 1343 SACRAMENTO CA 5610 FOLSOM O,0,,USD,-27.96,14391.58000
02/06/2024,POS TRADER JOE S #175 SACRAMENTO CA TRADEO,0,,USD,-10.47,14419.54000
02/05/2024,POS SAFEWAY #2242 SACRAMENTO CA SACRAMENTO,0,,USD,-35.06,14430.01000
02/04/2024,COMCAST CALIFORNIA 800-COMCAST CA 3055 COM,0,,USD,-35.00,14465.07000
02/03/2024,DADS KITCHEN FAIR OAKS FAIR OAKS CA 8928 S,0,,USD,-32.81,14500.07000
02/03/2024,KAISER PHARM 02971 QPS SACRAMENTO CA 501 J,0,,USD,-18.34,14532.88000
02/03/2024,SQ *TEMPLE COFFEE Sacramento CA 4201 H Str,0,,USD,-9.35,14551.22000
02/03/2024,POS TRADER JOE S #175 SACRAMENTO CA TRADEO,0,,USD,-34.88,14560.57000
02/02/2024,POS THE HOME DEPOT #6620 SACRAMENTO CA 80O,0,,USD,-6.50,14595.45000
02/02/2024,CHEVRON 0203186 RANCHO CORDOV CA 12205 TRI,0,,USD,-73.32,14601.95000
02/02/2024,POS SAFEWAY #2242 SACRAMENTO CA SACRAMENTO,0,,USD,-5.99,14675.27000
02/01/2024,Withdrawal P2P Zelle ANDREW OHANESIAN 800-462-8328 403200B0H32F,0,,USD,-1395.00,14681.26000
01/31/2024,HABIT SACRAMENTO 37 SACRAMENTO CA 3030 CAP,0,,USD,-18.27,16076.26000
01/31/2024,SQ *SHADY COFFEE AND T Roseville CA 325 Do,0,,USD,-8.50,16094.53000
01/31/2024,POS SAFEWAY #2242 SACRAMENTO CA SACRAMENTO,0,,USD,-10.36,16103.03000
01/31/2024,Withdrawal Cash,0,,USD,-40.00,16113.39000
01/30/2024,Deposit SCHWAB BROKERAGE,0,,USD,3457.68,16153.39000
01/29/2024,POS SAFEWAY #2242 SACRAMENTO CA SACRAMENTO,0,,USD,-40.20,12695.71000
01/29/2024,APPLE.COM/BILL 866-712-7753 CA ONE APPLE P,0,,USD,-0.99,12735.91000
01/28/2024,eDeposit,0,,USD,1100.00,12736.90000
01/28/2024,GEICO AU WASHINGTON DC ONE GEICO PLAZO US,0,,USD,-105.46,11636.90000
